"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",85.0137381501368,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",84.8623835189048,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",85.4984857944104,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",87.2824902868693,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",88.847733364379,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",92.0812905543414,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",93.2664117378938,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",98.3578945641481,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",102.619072031425,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",105.756621666533,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",108.890560091052,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",111.562156279624,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",114.739266580436,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",118.318017048888,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",121.49968862018,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",125.03818835022,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",128.797361790951,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",133.624761238649,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",137.630613782515,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",142.018268025779,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",147.992606250426,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",154.33851194128,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",163.730099797226,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",169.988387892462,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",172.704133359728,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",174.247378994923,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",176.450853404918,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",170.566160850474,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",179.5178480544,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",35.7475544655565,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",36.4072030563915,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",36.6601056412737,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",37.0055013763868,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",37.5527330715709,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",37.7039516699118,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",38.2445636200027,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",39.3441337519696,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",40.8760121591361,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",41.8839129562346,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",43.4437087202696,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",44.4927929054262,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",44.8880828963423,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",46.1497110458005,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",47.7243951163641,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",49.8832825551718,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",54.0246108090621,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",59.2021266483636,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",63.0194436320958,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",66.150424901993,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",68.9132205682449,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",70.7595089865213,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",71.556785032881,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",71.9371933291221,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",72.8295076500334,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",75.8556812753651,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",79.0270541376073,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",82.0325312989294,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",83.6227474038684,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",82.9687528751881,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",82.1358474096042,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",80.2984748758951,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",77.8801624059045,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",73.8528742171927,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",71.8816689502015,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",73.4800371635577,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",71.9210501028123,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",71.9253951993355,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",71.7935051448666,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",72.4397697522855,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",72.7713319119374,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",74.7603436001848,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",76.1399625980597,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",77.7541154542015,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",79.1535733599463,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",80.2837876037061,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",81.2734402540376,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",81.5330043918235,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",82.4063620744812,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",84.1265204666543,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",86.3089286144469,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",87.9880409190477,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",90.1168592641787,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",91.8300297104574,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",92.9056838657878,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",94.6891210641023,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",97.326213362115,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.270990626799,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.503092471385,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",102.899703539701,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",104.9724804132,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",106.571741461625,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",110.737822114876,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",116.7840365735,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",122.143078788727,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",130.154060377827,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",135.60386301708,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",136.882309774646,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",138.981870277858,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",140.612315717541,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",143.358197088556,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",145.073036979595,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",146.436730040168,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",147.263202942998,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",148.013950377447,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",151.450599542732,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",153.351273668039,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",156.402130752901,
"ISL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",159.01518467913,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",88.1282628349714,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",89.2401133016638,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",90.9545863265434,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",88.9326034598525,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",90.795475384573,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",93.7773959686356,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",96.9986711894652,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",100.612736177702,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",104.150386624822,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",107.95267189288,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",110.220231091987,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",114.211470404856,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",117.489041781971,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",120.311192468739,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",123.33493020001,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",124.130239347435,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",126.324682247698,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",128.898733836557,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",133.132368584732,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",138.744897579306,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",142.341286201677,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",148.183539049583,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",155.99838024456,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",159.013280662963,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",162.965005915773,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",164.007738480606,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",162.529211176799,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",161.205437816876,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",158.887453186193,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",155.086775243613,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",149.860264545539,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",141.701993183438,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",132.687226202835,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",124.047385838112,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",117.984332445302,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",114.83083163931,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",111.800013353233,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",108.466292603556,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",104.277869473622,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",99.3117305354811,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",95.8019333287459,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",91.235394421071,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",84.6553615714612,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",79.6810411171717,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",77.2711632698809,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",75.7010446501613,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",75.3200226044672,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",75.7860092798907,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",74.9245331890216,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",75.136073885624,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",77.8207922260861,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",79.9858310311921,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",82.8999719659855,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",87.6826429538648,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",92.6716891413341,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",95.612798771058,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",97.3809088514948,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.7137465524719,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.611853617903,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",102.29349097813,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",104.57062698575,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",105.847072304598,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",108.169885915265,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",111.220340274571,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",114.274564658086,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",116.896225334916,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",121.053284733128,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",124.336733871847,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",128.206359253446,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",131.420508143715,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",132.14461476571,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",133.456204767911,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",133.840095527735,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",134.656333789052,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",134.460376841493,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",134.635849859203,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",135.185156183956,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",135.083186675355,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",73.4200571037057,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",74.8742617816212,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",76.4295653489633,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",78.2957478895412,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",80.2578127390362,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",82.0254284105052,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",83.8741901686013,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",85.8896246673833,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",87.9485182397655,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",90.3471887205604,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",92.7834335275594,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",95.0992493000326,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",97.4180407934314,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",99.6070321556527,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",101.786237424265,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",103.735446084585,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",105.655757633619,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",107.343305686421,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",108.973618762212,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",110.930451901062,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",112.839691017803,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",114.419734951099,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",115.943920153273,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",117.561442298773,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",119.171837899356,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",120.481652719964,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",121.781596819816,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",123.085921707512,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",124.434860906275,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",123.659841880885,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",122.991568264647,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",121.622125771995,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",120.293299521689,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",118.966012170952,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",117.876325266591,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",117.450504361504,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",117.081661735847,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",117.728158093337,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",118.621736837758,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",118.968443333058,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",118.698345409059,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",120.480605600552,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",120.073088725673,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",119.547960264716,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",119.495408514591,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",117.844524955568,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",115.627265498083,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",113.632801031758,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",110.998004566098,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",109.978643887843,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",108.313601862708,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",107.109749683351,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",106.214322236735,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",104.476423952266,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",103.194607889271,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",101.914645921728,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",100.184285762914,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.5840717705752,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.411721227808,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",99.8199212387028,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",100.296269773617,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",100.214401254993,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",100.41980256191,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",100.069526409479,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",99.5695726220088,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",99.2365691521355,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",98.9882124060503,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",98.9056458198054,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",99.0713391025531,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",98.7254398746514,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",98.2524887908267,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",98.4507322319687,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",98.1521884595568,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",98.5542077065404,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",98.7272221559026,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",98.6663816789432,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",99.8634434985956,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",101.800065927015,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",99.7638790781784,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",132.890903439284,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",131.294625832453,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",129.675951218325,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",127.964822054443,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",126.237460582673,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",124.429148364411,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",122.627880740843,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",120.690237220453,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",118.766003671953,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",116.78881011811,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",114.870744431402,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",112.996559636675,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",111.154398874438,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",109.490828140415,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",107.934404065214,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",106.580083478605,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",105.219716576774,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",103.922175473034,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",102.774858248724,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",102.043770719269,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",101.237726846067,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",100.503604591118,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",99.9520501203485,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",99.9340196448162,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",99.7468580114398,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",99.3857137615142,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",99.2468282276958,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",99.2405741348711,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",99.0646854536272,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",102.513927364929,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",100.304868215174,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",97.5282769120242,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",94.6165528480273,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",93.3396363963265,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",93.9496108602547,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",94.0111998953919,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",94.959471652465,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",95.3167843272758,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",95.1954972784367,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",95.8962467418229,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",95.6879417148956,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",95.5221573826506,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",95.5684962843961,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",94.9074046180582,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",95.0991280590523,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",94.3748890613637,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",94.2472617605176,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",94.6347211190667,
